1	69055	70108	79501
1	860260	879955	148398
1	879584	894689	26155
1	895967	901095	339451
1	901877	911245	84069
1	934342	935552	57801
1	948803	949920	9636
1	955503	991496	375790
1	1007126	1009687	401934
1	1017198	1051741	54991
1	1109264	1133315	254173
1	1138888	1142071	8784
1	1146706	1149518	7293
1	1152288	1167411	51150
1	1167629	1170421	126792
1	1177826	1182102	388581
1	1189289	1209265	118424
1	1215852	1227409	6339
1	1227756	1244989	116983
1	1243947	1247057	126789
1	1246969	1260071	54973
1	1260136	1264277	80772
1	1266694	1270686	83756
1	1270656	1284730	1855
1	1288069	1297157	54587
1	1309110	1310875	54998
1	1321091	1334708	81669
1	1370241	1378262	64856
1	1385069	1405538	219293
1	1407143	1433228	83858
1	1447531	1470065	55210
1	1470554	1475833	339453
1	1477053	1510249	29101
1	1550801	1565990	142678
1	1567474	1570639	8510
1	1592939	1624167	728661
1	1656277	1677431	9906
1	1682671	1711896	65220
1	1716725	1822495	2782
1	1846266	1848735	163688
1	1849029	1850712	339456
1	1853396	1935276	85452
1	1950780	1962192	2563
1	1981909	2116834	5590
1	2160134	2241558	6497
1	2252692	2356219	79906
1	2323267	2335190	11079
1	2336236	2345236	5192
1	2398898	2436969	9651
1	2439972	2458050	55229
1	2460184	2461684	388585
1	2487078	2497061	8764
1	2517930	2522908	127281
1	2522078	2564429	79258
1	2567415	2706280	100287898
1	2938046	2939465	140625
1	3370990	3397677	27237
1	3406484	3528059	1953
1	3541566	3546691	127262
1	3547331	3569325	49856
1	3569084	3652765	7161
1	3668962	3688208	148870
1	3696784	3713068	57470
1	3728645	3773797	9731
1	3773845	3801993	1677
1	3805689	3816857	339448
1	4714792	4843850	55966
1	5922871	6052533	261734
1	6051526	6161253	8514
1	6161853	6240183	26038
1	6241329	6269449	6146
1	6265535	6281359	388591
1	6281252	6296032	23463
1	6304252	6305638	390992
1	6307406	6321035	387509
1	6324333	6454451	11332
1	6472478	6484730	54626
1	6484848	6521430	83715
1	6521211	6526255	8718
1	6526152	6580121	57449
1	6581407	6614595	79707
1	6615241	6639817	80835
1	6640061	6649340	3104
1	6650784	6674667	9903
1	6673745	6684093	148479
1	6684926	6695646	90326
1	6694228	6761984	55735
1	6845384	7829764	23261
1	7831329	7841492	9341
1	7844380	7905237	8863
1	7903143	7913572	10911
1	7979907	8000926	3604
1	8014351	8045565	11315
1	8064464	8086368	54206
1	8377886	8404227	50651
1	8412457	8877702	473
1	8921061	8939308	2023
1	9005922	9035151	765
1	9063359	9086404	155184
1	9095166	9148537	6518
1	9160364	9189250	80045
1	9294863	9331396	9563
1	9352939	9429591	80176
1	9599541	9642831	84275
1	9648977	9674935	199953
1	9711803	9788977	5293
1	9789084	9884584	22883
1	9908334	9970394	56998
1	9982171	10003465	84328
1	10003486	10045559	64802
1	10057255	10076078	116362
1	10092890	10241297	10277
1	10270764	10441661	23095
1	10458649	10480201	5226
1	10516579	10532583	1676
1	10532345	10690815	5195
1	10696661	10856707	54897
1	11072414	11085796	23435
1	11086062	11107296	10747
1	11114641	11120081	6723
1	11126675	11159938	5394
1	11166592	11322564	2475
1	11249398	11256038	10218
1	11333263	11356106	29914
1	11539223	11597641	57540
1	11708283	11715842	26232
1	11714432	11723384	93611
1	11724150	11734411	26270
1	11734538	11751707	10459
1	11751786	11785914	374946
1	11796141	11814859	57085
1	11821844	11849642	284498
1	11845780	11866977	4524
1	11866207	11903201	1185
1	11905766	11908402	4878
1	11917521	11918992	4879
1	11994262	12035599	5351
1	12040238	12073571	9927
1	12079523	12092102	60672
1	12123434	12204264	943
1	12227060	12269285	7133
1	12290124	12572099	55187
1	12627939	12677737	9249
1	12704566	12727097	343066
1	12776118	12788726	126767
